jimjackcoke,"@MarkLazerus Actually .. this has already been decided and a champion Josh was crowned 
https://t.co/Cs0PbZvYKR
#joshfight",mention,24/01/2022,04:53:17,28,407,https://youtu.be/bf6oC8qWF00
nzx3lite,"This kid was crowned the Burger King and became AEW World Champion at the same time. Greatness.

#LittleJosh https://t.co/SNG71axcsJ",tweet,1/1/22,1:49,172,2097,https://twitter.com/ShapedInternet/status/1477050223822311428
AndrewWardKLKN,"My favorite story of 2021.
All hail Little Josh, the 👑

https://t.co/wOgksoEftC

#JoshFight",tweet,31/12/2021,12:47:58,2190,787,https://www.klkntv.com/little-josh-earns-ultimate-title-at-lincolns-josh-fight/
_TopShelfMusic_,"Renowned videographer #JeffPliskin, Founder &amp; CEO of multimedia company #RaisedFistPropaganda, has begun new enterprise #Rockaz Collective https://t.co/NGgvYHSAi5
#musicvideo #rockazcollective #eastcoast #reggae #reggaerock #Garydread #joshswain #themovement #rickhaze #musicnews https://t.co/WJOAYoCvtR",tweet,30/11/2021,18:35:37,1607,648,https://l8r.it/Tcsq
chanatarios,"RT @LustfulSloth: @TheTechSon1 @MyLittlePooka @thatssoannie_ @bigbootyderek @marculenta https://t.co/4IWmkkLD1Z

#JoshFight  April 2021
#ThrowbackThursday",retweet,23/11/2021,23:21:02,122,248,https://globalnews.ca/news/7809395/josh-meme-fight-nebraska-name/amp/
LustfulSloth,"@TheTechSon1 @MyLittlePooka @thatssoannie_ @bigbootyderek @marculenta https://t.co/4IWmkkLD1Z

#JoshFight  April 2021
#ThrowbackThursday",mention,23/11/2021,16:37:26,2507,3246,https://globalnews.ca/news/7809395/josh-meme-fight-nebraska-name/amp/
TomasHeasman,"We thought it was all over in April, but it looks like the #JoshFight still lives on in the NFL. https://t.co/AIjxtSSWXP",tweet,8/11/21,10:36,96,87,https://twitter.com/NFLUK/status/1457656645136248838
wallofsheep,"Is your name Josh? Rejoice, for one of your own has become the Supreme Josh! Through a hard-fought battle with pool noodles against all other Joshes, the winner of the #JoshFight has been crowned.

https://t.co/Mo8W5Yr66R",tweet,21/10/2021,19:10:02,12743,1496,https://www.klkntv.com/little-josh-earns-ultimate-title-at-lincolns-josh-fight/
Mighty_ghosty,A reminder to praise the one true josh who slayed many pretenders to his throne to claim the holy mantle of Josh. All hail #LittleJosh https://t.co/sIUc97t5Xj,tweet,15/10/2021,09:08:27,351,1302,https://twitter.com/YousefKLKN/status/1386013742194958336
